"origen_country","any","has_migrated_True","TOTAL","has_phd_True"
"AD",1972,1,1,1
"AD",1990,1,1,0
"AD",1991,0,1,0
"AD",1993,1,2,1
"AD",1996,2,2,1
"AD",2001,1,1,1
"AD",2007,0,1,0
"AD",2009,0,1,1
"AD",2011,1,1,0
"AE",1980,1,1,1
"AE",1981,0,1,0
"AE",1983,0,2,1
"AE",1985,1,1,1
"AE",1986,1,1,1
"AE",1987,0,1,0
"AE",1988,2,3,2
"AE",1990,1,2,1
"AE",1991,0,1,0
"AE",1992,1,1,1
"AE",1993,2,3,2
"AE",1994,2,2,1
"AE",1995,0,1,1
"AE",1996,2,2,1
"AE",1997,2,2,2
"AE",1998,5,6,4
"AE",1999,2,3,2
"AE",2000,3,6,4
"AE",2001,2,4,2
"AE",2002,3,8,3
"AE",2003,2,2,2
"AE",2004,5,7,2
"AE",2005,5,14,3
"AE",2006,11,15,7
"AE",2007,4,15,4
"AE",2008,4,20,8
"AE",2009,1,13,2
"AE",2010,4,16,6
"AE",2011,0,21,5
"AE",2012,4,16,1
"AE",2013,6,18,10
"AE",2014,5,22,3
"AE",2015,1,11,2
"AE",2016,0,4,0
"AF",1980,1,1,0
"AF",1988,1,1,1
"AF",1989,0,1,0
"AF",1991,1,1,0
"AF",1996,1,1,0
"AF",1998,1,1,1
"AF",2000,0,1,0
"AF",2001,0,1,0
"AF",2002,1,1,1
"AF",2003,0,1,0
"AF",2004,0,2,0
"AF",2005,0,2,0
"AF",2007,1,2,0
"AF",2009,0,2,0
"AF",2010,0,1,0
"AF",2012,0,1,0
"AF",2013,0,2,0
"AF",2014,0,2,0
"AF",2015,0,1,0
"AG",2008,1,1,0
"AI",1973,0,1,1
"AL",1977,0,1,1
"AL",1978,0,1,1
"AL",1980,0,2,0
"AL",1983,1,2,1
"AL",1984,1,2,2
"AL",1985,0,1,0
"AL",1986,1,4,2
"AL",1988,2,4,0
"AL",1991,1,3,2
"AL",1992,1,2,1
"AL",1993,2,3,1
"AL",1994,1,4,4
"AL",1995,1,2,1
"AL",1997,0,2,2
"AL",1998,1,2,2
"AL",1999,1,4,3
"AL",2000,0,6,2
"AL",2001,1,3,2
"AL",2002,0,2,1
"AL",2003,1,3,2
"AL",2004,1,5,1
"AL",2005,2,7,3
"AL",2006,1,2,1
"AL",2007,3,8,3
"AL",2008,0,5,1
"AL",2009,0,12,5
"AL",2010,0,10,3
"AL",2011,1,10,4
"AL",2012,0,6,2
"AL",2013,0,8,2
"AL",2014,0,2,1
"AL",2015,0,3,0
"AL",2016,0,1,0
"AM",1972,0,2,0
"AM",1974,1,1,0
"AM",1975,0,3,0
"AM",1976,1,4,1
"AM",1977,1,2,2
"AM",1978,0,2,1
"AM",1979,1,4,2
"AM",1980,2,3,1
"AM",1981,2,5,3
"AM",1982,0,1,0
"AM",1983,3,4,2
"AM",1985,2,2,2
"AM",1987,2,2,2
"AM",1988,1,1,1
"AM",1989,1,2,0
"AM",1990,4,6,3
"AM",1991,2,5,3
"AM",1992,0,1,0
"AM",1993,3,6,5
"AM",1995,0,7,4
"AM",1996,1,3,2
"AM",1997,2,4,3
"AM",1998,2,4,3
"AM",1999,1,2,0
"AM",2000,1,4,3
"AM",2001,1,5,1
"AM",2002,5,10,7
"AM",2003,1,3,3
"AM",2004,2,7,5
"AM",2005,5,13,7
"AM",2006,1,7,2
"AM",2007,0,6,3
"AM",2008,1,3,2
"AM",2009,1,3,0
"AM",2010,3,5,4
"AM",2012,0,3,2
"AM",2013,0,2,1
"AM",2015,0,1,0
"AM",2016,0,1,0
"AO",1974,1,1,1
"AO",1976,0,1,0
"AO",1978,1,1,1
"AO",1982,1,1,1
"AO",1983,1,1,0
"AO",1986,1,1,0
"AO",1987,1,1,0
"AO",2003,1,1,0
"AO",2004,1,3,1
"AO",2005,1,5,0
"AO",2007,0,1,0
"AO",2008,3,5,2
"AO",2009,0,3,1
"AO",2010,0,1,1
"AO",2011,0,1,0
"AO",2012,0,1,0
"AO",2013,0,1,0
"AO",2014,0,2,0
"AO",2015,1,2,0
"AQ",2010,0,1,1
"AR",1972,2,13,5
"AR",1973,1,22,11
"AR",1974,5,19,4
"AR",1975,12,34,21
"AR",1976,12,20,10
"AR",1977,6,19,6
"AR",1978,11,28,10
"AR",1979,11,29,16
"AR",1980,5,32,17
"AR",1981,8,34,19
"AR",1982,11,44,18
"AR",1983,11,44,23
"AR",1984,13,48,30
"AR",1985,9,42,18
"AR",1986,17,45,25
"AR",1987,16,52,24
"AR",1988,12,47,21
"AR",1989,15,54,30
"AR",1990,14,53,27
"AR",1991,21,50,34
"AR",1992,23,67,41
"AR",1993,16,71,38
"AR",1994,20,75,35
"AR",1995,21,73,38
"AR",1996,21,92,49
"AR",1997,27,93,57
"AR",1998,24,101,57
"AR",1999,22,84,54
"AR",2000,16,105,67
"AR",2001,13,111,72
"AR",2002,22,113,74
"AR",2003,15,129,72
"AR",2004,14,134,69
"AR",2005,11,123,65
"AR",2006,16,118,56
"AR",2007,19,122,75
"AR",2008,12,124,61
"AR",2009,9,99,49
"AR",2010,4,111,58
"AR",2011,4,67,31
"AR",2012,3,76,26
"AR",2013,3,59,22
"AR",2014,0,45,12
"AR",2015,1,30,13
"AR",2016,0,24,9
"AS",1986,1,1,0
"AS",1992,1,1,1
"AS",2011,0,1,0
"AS",2014,0,1,0
"AS",2015,0,1,0
"AT",1972,0,9,2
"AT",1973,4,13,5
"AT",1974,2,18,4
"AT",1975,1,16,4
"AT",1976,0,8,2
"AT",1977,2,6,4
"AT",1978,8,18,7
"AT",1979,2,16,5
"AT",1980,6,24,7
"AT",1981,4,16,4
"AT",1982,5,21,7
"AT",1983,9,22,6
"AT",1984,11,31,17
"AT",1985,7,18,9
"AT",1986,7,31,13
"AT",1987,6,21,10
"AT",1988,7,31,12
"AT",1989,10,41,16
"AT",1990,18,42,13
"AT",1991,11,40,19
"AT",1992,7,35,12
"AT",1993,15,50,22
"AT",1994,10,40,18
"AT",1995,20,58,27
"AT",1996,18,65,33
"AT",1997,21,51,31
"AT",1998,26,71,43
"AT",1999,29,70,34
"AT",2000,23,74,38
"AT",2001,31,84,36
"AT",2002,35,88,41
"AT",2003,33,106,57
"AT",2004,25,94,52
"AT",2005,44,113,58
"AT",2006,32,120,56
"AT",2007,26,107,55
"AT",2008,28,105,45
"AT",2009,25,97,42
"AT",2010,10,110,39
"AT",2011,9,94,31
"AT",2012,6,92,28
"AT",2013,9,88,24
"AT",2014,1,69,13
"AT",2015,2,64,16
"AT",2016,1,41,5
"AU",1972,20,72,51
"AU",1973,15,61,42
"AU",1974,20,65,47
"AU",1975,20,89,56
"AU",1976,26,108,69
"AU",1977,15,92,60
"AU",1978,28,92,66
"AU",1979,25,108,70
"AU",1980,29,124,92
"AU",1981,27,120,85
"AU",1982,20,123,89
"AU",1983,29,138,96
"AU",1984,28,136,97
"AU",1985,30,132,93
"AU",1986,24,150,103
"AU",1987,29,164,129
"AU",1988,33,157,112
"AU",1989,42,216,150
"AU",1990,52,238,164
"AU",1991,58,256,184
"AU",1992,58,270,214
"AU",1993,61,284,222
"AU",1994,58,260,194
"AU",1995,69,295,194
"AU",1996,71,331,226
"AU",1997,57,342,260
"AU",1998,78,340,249
"AU",1999,73,375,278
"AU",2000,72,459,334
"AU",2001,68,418,291
"AU",2002,82,445,321
"AU",2003,76,464,329
"AU",2004,101,558,405
"AU",2005,96,550,387
"AU",2006,81,630,455
"AU",2007,76,645,448
"AU",2008,84,684,431
"AU",2009,68,752,472
"AU",2010,67,844,502
"AU",2011,42,807,453
"AU",2012,46,809,441
"AU",2013,37,646,346
"AU",2014,24,631,292
"AU",2015,8,573,276
"AU",2016,12,492,188
"AU",2017,0,6,5
"AW",1994,1,1,0
"AW",2014,1,1,0
"AX",1998,0,1,0
"AZ",1972,0,3,0
"AZ",1973,1,3,0
"AZ",1974,0,2,0
"AZ",1975,1,2,1
"AZ",1976,0,2,1
"AZ",1977,1,2,2
"AZ",1978,1,1,0
"AZ",1979,0,2,0
"AZ",1980,2,6,2
"AZ",1981,1,3,1
"AZ",1982,0,1,0
"AZ",1983,1,2,0
"AZ",1984,1,3,2
"AZ",1985,0,4,2
"AZ",1986,0,2,0
"AZ",1987,1,2,1
"AZ",1989,0,2,1
"AZ",1990,0,3,1
"AZ",1991,1,5,0
"AZ",1992,0,5,2
"AZ",1994,0,1,1
"AZ",1995,1,1,0
"AZ",1996,1,2,1
"AZ",1997,1,2,2
"AZ",1998,1,4,3
"AZ",1999,0,1,0
"AZ",2000,2,9,5
"AZ",2001,1,6,4
"AZ",2002,1,2,0
"AZ",2003,1,7,2
"AZ",2004,2,6,1
"AZ",2005,3,5,2
"AZ",2006,2,5,4
"AZ",2007,1,3,2
"AZ",2008,2,6,3
"AZ",2009,0,1,0
"AZ",2010,0,2,0
"AZ",2011,0,3,1
"AZ",2012,0,2,1
"AZ",2013,0,1,0
"AZ",2014,0,1,1
"AZ",2015,0,4,2
"AZ",2016,1,3,2
"BA",1972,0,1,1
"BA",1973,1,1,0
"BA",1974,1,1,0
"BA",1975,0,1,0
"BA",1977,0,1,1
"BA",1978,0,1,1
"BA",1979,1,2,2
"BA",1981,3,4,3
"BA",1982,2,2,1
"BA",1983,1,1,0
"BA",1984,0,2,1
"BA",1985,1,2,1
"BA",1986,1,1,1
"BA",1987,0,1,1
"BA",1988,1,2,1
"BA",1989,2,3,2
"BA",1991,0,1,0
"BA",1993,1,4,2
"BA",1994,2,2,1
"BA",1995,1,7,1
"BA",1996,4,10,6
"BA",1997,3,6,4
"BA",1998,3,4,4
"BA",1999,3,5,2
"BA",2000,1,4,2
"BA",2001,1,6,3
"BA",2002,0,6,2
"BA",2003,3,9,6
"BA",2004,2,11,6
"BA",2005,1,8,5
"BA",2006,2,13,6
"BA",2007,3,4,2
"BA",2008,1,13,5
"BA",2009,2,6,2
"BA",2010,2,8,2
"BA",2011,1,5,2
"BA",2012,0,5,4
"BA",2013,0,5,1
"BA",2014,0,7,2
"BA",2015,0,8,2
"BA",2016,0,4,1
"BB",1978,1,1,0
"BB",1982,1,1,1
"BB",1993,1,1,0
"BB",1997,1,1,0
"BB",2000,0,1,0
"BB",2001,1,1,1
"BB",2002,0,1,0
"BB",2003,0,1,0
"BB",2004,1,1,1
"BB",2005,0,1,0
"BB",2006,2,4,2
"BB",2007,1,3,1
"BB",2008,0,1,0
"BB",2009,2,2,2
"BB",2010,1,2,2
"BB",2012,0,1,0
"BD",1972,2,3,1
"BD",1973,1,1,1
"BD",1974,1,1,1
"BD",1975,1,4,1
"BD",1976,2,4,2
"BD",1977,2,5,4
"BD",1978,8,9,7
"BD",1979,4,5,4
"BD",1980,3,7,4
"BD",1981,3,9,1
"BD",1982,6,14,7
"BD",1983,2,9,4
"BD",1984,11,15,8
"BD",1985,7,10,7
"BD",1986,9,16,8
"BD",1987,8,14,5
"BD",1988,11,14,9
"BD",1989,14,20,13
"BD",1990,7,13,6
"BD",1991,17,19,15
"BD",1992,15,24,13
"BD",1993,19,28,19
"BD",1994,19,33,14
"BD",1995,26,38,25
"BD",1996,27,40,26
"BD",1997,19,37,19
"BD",1998,25,41,22
"BD",1999,27,54,27
"BD",2000,27,58,29
"BD",2001,34,68,28
"BD",2002,43,78,36
"BD",2003,49,98,42
"BD",2004,65,130,55
"BD",2005,45,119,34
"BD",2006,36,134,34
"BD",2007,35,124,25
"BD",2008,35,147,21
"BD",2009,14,136,8
"BD",2010,13,136,15
"BD",2011,7,139,8
"BD",2012,6,99,5
"BD",2013,3,91,1
"BD",2014,2,47,3
"BD",2015,0,41,3
"BD",2016,0,18,2
"BE",1972,7,16,10
"BE",1973,4,20,14
"BE",1974,3,18,12
"BE",1975,11,23,13
"BE",1976,9,22,15
"BE",1977,8,15,10
"BE",1978,9,22,9
"BE",1979,7,20,12
"BE",1980,6,23,14
"BE",1981,12,26,15
"BE",1982,12,22,14
"BE",1983,10,29,19
"BE",1984,8,30,19
"BE",1985,11,37,24
"BE",1986,8,35,24
"BE",1987,7,42,29
"BE",1988,14,31,22
"BE",1989,18,43,34
"BE",1990,9,38,27
"BE",1991,14,45,32
"BE",1992,12,42,27
"BE",1993,14,52,36
"BE",1994,18,61,49
"BE",1995,10,61,43
"BE",1996,24,73,48
"BE",1997,18,74,50
"BE",1998,29,81,58
"BE",1999,28,83,51
"BE",2000,31,82,56
"BE",2001,23,97,71
"BE",2002,23,72,55
"BE",2003,31,108,72
"BE",2004,22,101,71
"BE",2005,25,138,93
"BE",2006,32,145,96
"BE",2007,19,141,85
"BE",2008,29,166,114
"BE",2009,28,182,117
"BE",2010,13,175,112
"BE",2011,11,139,80
"BE",2012,8,134,69
"BE",2013,4,119,52
"BE",2014,2,92,47
"BE",2015,1,86,39
"BE",2016,1,36,12
"BF",1984,1,2,2
"BF",1985,1,1,1
"BF",1986,0,1,1
"BF",1988,1,1,0
"BF",1989,2,2,2
"BF",1991,0,1,1
"BF",1993,0,2,0
"BF",1995,0,1,0
"BF",1996,0,2,1
"BF",1997,0,1,0
"BF",1998,0,1,0
"BF",1999,1,2,2
"BF",2000,0,2,2
"BF",2001,2,4,4
"BF",2002,1,6,3
"BF",2003,1,4,1
"BF",2004,0,1,1
"BF",2005,1,2,1
"BF",2006,0,5,4
"BF",2007,0,4,2
"BF",2009,0,2,1
"BF",2010,0,4,2
"BF",2011,0,5,2
"BF",2012,0,5,2
"BF",2013,0,1,0
"BF",2015,0,1,0
"BF",2016,0,3,1
"BG",1972,1,7,3
"BG",1973,4,7,3
"BG",1974,4,10,6
"BG",1975,1,7,2
"BG",1976,4,15,6
"BG",1977,1,4,2
"BG",1978,3,16,10
"BG",1979,5,14,11
"BG",1980,6,14,11
"BG",1981,2,11,10
"BG",1982,10,24,16
"BG",1983,2,13,7
"BG",1984,0,13,9
"BG",1985,4,14,10
"BG",1986,2,16,8
"BG",1987,3,16,10
"BG",1988,5,14,8
"BG",1989,6,17,11
"BG",1990,6,22,13
"BG",1991,4,19,13
"BG",1992,7,11,7
"BG",1993,4,16,10
"BG",1994,8,17,9
"BG",1995,6,22,16
"BG",1996,6,19,14
"BG",1997,7,20,17
"BG",1998,10,26,19
"BG",1999,2,20,13
"BG",2000,8,24,17
"BG",2001,2,19,10
"BG",2002,2,15,10
"BG",2003,5,18,14
"BG",2004,6,25,16
"BG",2005,5,22,15
"BG",2006,4,15,10
"BG",2007,2,24,14
"BG",2008,1,15,8
"BG",2009,2,19,8
"BG",2010,1,21,8
"BG",2011,2,11,6
"BG",2012,0,11,7
"BG",2013,1,15,7
"BG",2014,0,7,2
"BG",2015,0,10,4
"BG",2016,0,5,3
"BH",1983,0,1,0
"BH",1985,1,1,0
"BH",1986,1,1,0
"BH",1988,1,2,0
"BH",1990,2,2,0
"BH",1991,0,1,0
"BH",1994,1,1,0
"BH",1997,3,5,1
"BH",1998,0,1,0
"BH",1999,0,1,0
"BH",2000,4,5,0
"BH",2003,3,4,1
"BH",2006,1,4,0
"BH",2007,1,3,1
"BH",2008,0,2,0
"BH",2009,0,3,1
"BH",2010,0,2,1
"BH",2011,0,3,0
"BH",2012,0,3,0
"BH",2013,0,2,0
"BH",2014,0,1,0
"BI",1974,0,1,0
"BI",1992,1,1,1
"BI",1994,1,1,0
"BI",1998,0,1,0
"BI",2004,1,1,1
"BI",2005,0,1,1
"BI",2007,0,1,0
"BI",2011,0,1,0
"BJ",1978,0,1,0
"BJ",1983,1,1,1
"BJ",1986,1,2,1
"BJ",1987,0,1,1
"BJ",1988,1,1,1
"BJ",1990,1,1,1
"BJ",1992,1,1,0
"BJ",1996,0,1,1
"BJ",1998,2,3,3
"BJ",1999,3,3,0
"BJ",2000,0,2,1
"BJ",2001,1,3,1
"BJ",2002,2,3,3
"BJ",2003,1,2,2
"BJ",2004,1,4,2
"BJ",2005,2,6,2
"BJ",2006,1,8,2
"BJ",2007,1,11,6
"BJ",2008,1,5,1
"BJ",2009,1,2,1
"BJ",2010,0,2,1
"BJ",2011,0,2,2
"BJ",2012,0,4,3
"BJ",2013,0,1,1
"BJ",2014,0,3,1
"BJ",2015,0,4,0
"BJ",2016,0,3,0
"BM",2003,0,1,0
"BM",2007,1,1,1
"BM",2014,0,1,0
"BN",1990,1,2,2
"BN",1992,0,1,1
"BN",1993,1,1,1
"BN",1995,0,1,0
"BN",1996,0,1,0
"BN",1998,2,3,2
"BN",2001,0,1,0
"BN",2002,0,1,0
"BN",2004,0,1,0
"BN",2005,1,1,0
"BN",2007,1,3,0
"BN",2008,2,3,2
"BN",2009,0,2,0
"BN",2010,0,1,0
"BN",2011,1,3,2
"BN",2012,0,2,0
"BN",2013,0,3,0
"BN",2014,0,1,0
"BN",2015,0,3,1
"BN",2016,0,2,1
"BO",1972,0,1,0
"BO",1974,0,1,0
"BO",1975,0,2,1
"BO",1976,0,1,1
"BO",1978,2,2,0
"BO",1981,0,2,0
"BO",1982,2,2,1
"BO",1983,0,1,0
"BO",1985,0,2,0
"BO",1986,1,2,1
"BO",1987,0,1,0
"BO",1988,1,3,1
"BO",1989,1,3,1
"BO",1990,3,5,1
"BO",1992,2,4,2
"BO",1993,2,3,1
"BO",1994,1,3,1
"BO",1995,1,2,0
"BO",1996,4,8,4
"BO",1997,5,9,4
"BO",1998,3,5,2
"BO",1999,5,8,3
"BO",2000,1,3,1
"BO",2001,2,4,2
"BO",2002,2,3,1
"BO",2003,1,3,1
"BO",2004,1,4,1
"BO",2005,1,2,1
"BO",2006,1,6,0
"BO",2007,0,2,1
"BO",2008,0,4,0
"BO",2009,0,3,0
"BO",2010,0,4,0
"BO",2011,0,2,0
"BO",2012,0,2,0
"BO",2013,0,2,0
"BO",2014,0,1,0
"BO",2015,0,2,0
"BO",2016,0,1,0
"BR",1972,15,99,31
"BR",1973,10,97,33
"BR",1974,26,141,54
"BR",1975,28,134,58
"BR",1976,34,164,66
"BR",1977,37,178,71
"BR",1978,26,197,63
"BR",1979,34,218,81
"BR",1980,53,277,98
"BR",1981,45,262,107
"BR",1982,50,302,115
"BR",1983,56,322,129
"BR",1984,48,307,112
"BR",1985,42,347,126
"BR",1986,50,415,135
"BR",1987,40,382,130
"BR",1988,39,412,159
"BR",1989,41,426,146
"BR",1990,45,465,171
"BR",1991,48,489,162
"BR",1992,57,563,209
"BR",1993,42,575,178
"BR",1994,72,698,267
"BR",1995,67,687,257
"BR",1996,68,751,273
"BR",1997,73,789,277
"BR",1998,96,942,342
"BR",1999,82,973,356
"BR",2000,81,1091,394
"BR",2001,95,1055,379
"BR",2002,100,1195,433
"BR",2003,101,1268,455
"BR",2004,77,1346,476
"BR",2005,83,1518,484
"BR",2006,104,1618,471
"BR",2007,82,1629,451
"BR",2008,54,1870,486
"BR",2009,40,2116,431
"BR",2010,28,2346,401
"BR",2011,16,2194,356
"BR",2012,16,2230,305
"BR",2013,10,2087,263
"BR",2014,6,1831,209
"BR",2015,2,1428,151
"BR",2016,1,782,78
"BR",2017,0,6,0
"BS",1978,1,1,0
"BS",1982,0,1,0
"BS",1989,0,1,0
"BS",1997,0,1,0
"BS",2000,0,1,0
"BS",2002,1,1,0
"BS",2004,0,1,1
"BS",2007,2,2,1
"BS",2011,0,1,0
"BS",2014,0,2,0
"BT",1988,0,1,0
"BT",1989,1,2,1
"BT",1994,1,1,1
"BT",1997,0,2,0
"BT",2001,1,2,1
"BT",2002,1,2,0
"BT",2003,1,1,1
"BT",2004,0,3,0
"BT",2005,0,3,0
"BT",2006,1,2,0
"BT",2007,1,2,0
"BT",2008,1,3,1
"BT",2009,1,2,0
"BT",2010,0,3,1
"BT",2011,1,3,0
"BT",2012,0,1,0
"BT",2013,0,1,0
"BT",2015,0,1,0
"BV",2010,0,1,0
"BV",2012,0,1,0
"BW",1990,1,2,1
"BW",1991,1,1,1
"BW",1992,4,5,4
"BW",1993,0,1,0
"BW",1994,0,1,0
"BW",1995,1,3,1
"BW",1996,2,4,3
"BW",1997,2,4,2
"BW",1998,0,5,4
"BW",1999,1,1,1
"BW",2000,4,7,3
"BW",2001,0,1,0
"BW",2002,2,2,2
"BW",2003,2,6,2
"BW",2004,1,4,0
"BW",2005,1,4,1
"BW",2006,3,7,4
"BW",2007,2,3,0
"BW",2008,1,4,1
"BW",2009,2,7,2
"BW",2010,2,6,2
"BW",2011,1,3,1
"BW",2012,0,2,0
"BW",2013,0,6,4
"BW",2014,0,5,2
"BW",2015,0,4,1
"BW",2016,0,1,0
"BY",1972,3,5,3
"BY",1973,3,5,1
"BY",1974,3,4,2
"BY",1975,0,1,1
"BY",1976,3,4,0
"BY",1977,1,5,1
"BY",1978,2,5,3
"BY",1979,2,2,0
"BY",1980,0,3,0
"BY",1981,6,10,5
"BY",1982,1,7,3
"BY",1983,3,4,2
"BY",1984,0,4,1
"BY",1985,1,3,0
"BY",1986,0,10,2
"BY",1987,2,7,3
"BY",1988,1,1,0
"BY",1989,2,8,1
"BY",1990,3,11,6
"BY",1991,2,11,4
"BY",1992,4,8,7
"BY",1993,2,4,3
"BY",1994,6,11,6
"BY",1995,3,5,3
"BY",1996,0,7,4
"BY",1997,3,8,5
"BY",1998,4,12,5
"BY",1999,5,10,6
"BY",2000,0,12,4
"BY",2001,1,11,5
"BY",2002,4,10,4
"BY",2003,5,18,5
"BY",2004,5,20,10
"BY",2005,4,10,3
"BY",2006,5,13,3
"BY",2007,2,7,2
"BY",2008,0,8,2
"BY",2009,0,12,1
"BY",2010,0,4,1
"BY",2011,0,5,1
"BY",2012,0,4,1
"BY",2013,0,3,1
"BY",2014,0,4,1
"BY",2015,0,1,1
"BY",2016,0,1,0
"BZ",2008,1,2,0
"BZ",2016,0,1,0
"CA",1972,19,57,37
"CA",1973,20,49,30
"CA",1974,26,65,42
"CA",1975,29,73,45
"CA",1976,32,73,48
"CA",1977,29,71,44
"CA",1978,28,86,65
"CA",1979,30,89,58
"CA",1980,48,128,91
"CA",1981,33,94,66
"CA",1982,43,105,70
"CA",1983,50,104,77
"CA",1984,58,122,88
"CA",1985,46,115,82
"CA",1986,54,139,88
"CA",1987,44,119,78
"CA",1988,70,159,97
"CA",1989,68,162,116
"CA",1990,71,167,111
"CA",1991,70,183,127
"CA",1992,72,193,132
"CA",1993,88,208,147
"CA",1994,75,206,155
"CA",1995,75,194,121
"CA",1996,88,193,141
"CA",1997,86,211,145
"CA",1998,88,235,170
"CA",1999,104,265,175
"CA",2000,110,319,206
"CA",2001,127,353,247
"CA",2002,125,339,236
"CA",2003,155,456,303
"CA",2004,127,393,253
"CA",2005,126,467,295
"CA",2006,127,452,294
"CA",2007,112,463,257
"CA",2008,96,543,309
"CA",2009,77,564,274
"CA",2010,48,547,278
"CA",2011,29,530,238
"CA",2012,19,460,176
"CA",2013,15,413,159
"CA",2014,12,328,114
"CA",2015,4,237,82
"CA",2016,4,125,47
"CA",2017,0,2,0
"CC",1972,1,1,0
"CD",1972,0,1,1
"CD",1973,1,2,1
"CD",1976,0,1,0
"CD",1977,0,1,0
"CD",1980,0,1,0
"CD",1981,2,3,3
"CD",1982,0,1,0
"CD",1983,0,1,0
"CD",1985,0,1,0
"CD",1986,0,1,0
"CD",1988,0,1,0
"CD",1990,3,3,2
"CD",1991,0,1,1
"CD",1992,1,1,1
"CD",1993,0,1,0
"CD",1994,1,1,1
"CD",1995,1,2,1
"CD",1996,2,5,1
"CD",1998,0,4,1
"CD",1999,1,3,0
"CD",2000,1,3,0
"CD",2001,1,1,1
"CD",2002,0,2,0
"CD",2003,2,5,3
"CD",2004,1,2,1
"CD",2005,0,5,1
"CD",2006,2,7,2
"CD",2007,2,4,0
"CD",2008,0,1,0
"CD",2009,0,5,0
"CD",2010,0,3,1
"CD",2011,2,5,2
"CD",2012,0,3,0
"CD",2013,0,1,1
"CD",2014,1,2,0
"CD",2016,0,1,0
"CF",1986,0,1,0
"CF",1990,0,1,1
"CF",1999,1,1,0
"CF",2000,0,1,0
"CF",2003,0,1,0
"CF",2007,1,2,1
"CG",1974,1,1,1
"CG",1978,0,1,0
"CG",1984,0,1,0
"CG",1985,1,1,0
"CG",1992,1,1,0
"CG",2008,0,1,0
"CG",2010,1,1,0
"CG",2014,0,1,1
"CH",1972,2,6,4
"CH",1973,3,8,5
"CH",1974,6,11,8
"CH",1975,6,7,5
"CH",1976,3,14,8
"CH",1977,6,11,5
"CH",1978,6,17,12
"CH",1979,7,21,12
"CH",1980,7,16,9
"CH",1981,7,16,10
"CH",1982,13,27,16
"CH",1983,9,29,17
"CH",1984,11,27,15
"CH",1985,12,25,16
"CH",1986,13,24,11
"CH",1987,10,23,11
"CH",1988,9,27,10
"CH",1989,13,34,23
"CH",1990,18,45,26
"CH",1991,19,46,30
"CH",1992,21,41,26
"CH",1993,12,36,19
"CH",1994,23,38,23
"CH",1995,20,49,28
"CH",1996,25,58,33
"CH",1997,24,55,32
"CH",1998,29,65,42
"CH",1999,33,71,48
"CH",2000,31,85,51
"CH",2001,39,88,52
"CH",2002,30,96,63
"CH",2003,39,102,60
"CH",2004,26,93,55
"CH",2005,36,108,74
"CH",2006,47,131,79
"CH",2007,40,128,62
"CH",2008,33,128,62
"CH",2009,35,154,84
"CH",2010,20,151,77
"CH",2011,18,160,79
"CH",2012,11,138,62
"CH",2013,14,154,50
"CH",2014,10,131,32
"CH",2015,3,95,31
"CH",2016,1,47,11
"CH",2017,0,2,0
"CI",1978,1,1,1
"CI",1984,0,1,0
"CI",1986,0,1,1
"CI",1990,0,1,1
"CI",1991,0,2,2
"CI",1992,0,3,1
"CI",1994,0,1,1
"CI",1995,0,1,1
"CI",1996,0,1,1
"CI",1997,4,5,4
"CI",1998,0,5,2
"CI",1999,0,3,1
"CI",2000,2,3,1
"CI",2001,0,1,1
"CI",2003,0,3,3
"CI",2004,2,6,4
"CI",2005,0,2,0
"CI",2006,1,4,1
"CI",2007,0,2,2
"CI",2008,0,2,0
"CI",2009,0,3,2
"CI",2010,0,6,1
"CI",2011,0,1,1
"CI",2012,0,3,2
"CI",2013,0,3,2
"CI",2014,2,5,3
"CI",2015,0,2,0
"CI",2016,0,2,1
"CK",1988,0,1,0
"CL",1972,3,10,3
"CL",1973,3,5,2
"CL",1974,3,11,2
"CL",1975,3,14,5
"CL",1976,3,13,5
"CL",1977,10,22,7
"CL",1978,12,17,12
"CL",1979,4,11,4
"CL",1980,6,12,5
"CL",1981,12,27,10
"CL",1982,6,19,8
"CL",1983,7,19,10
"CL",1984,8,14,7
"CL",1985,5,18,6
"CL",1986,12,29,13
"CL",1987,5,22,14
"CL",1988,10,26,13
"CL",1989,24,34,20
"CL",1990,21,49,32
"CL",1991,25,47,32
"CL",1992,16,38,20
"CL",1993,19,45,28
"CL",1994,26,59,36
"CL",1995,19,61,38
"CL",1996,25,56,33
"CL",1997,19,53,28
"CL",1998,33,75,46
"CL",1999,29,63,37
"CL",2000,37,87,49
"CL",2001,35,86,53
"CL",2002,38,100,61
"CL",2003,33,100,53
"CL",2004,15,73,36
"CL",2005,16,86,37
"CL",2006,34,118,52
"CL",2007,11,95,35
"CL",2008,14,118,26
"CL",2009,12,97,26
"CL",2010,9,96,37
"CL",2011,8,75,32
"CL",2012,7,73,19
"CL",2013,6,53,13
"CL",2014,4,70,20
"CL",2015,2,51,10
"CL",2016,1,32,11
"CM",1976,1,1,1
"CM",1981,1,1,1
"CM",1983,1,1,0
"CM",1984,1,1,1
"CM",1985,1,2,1
"CM",1987,0,1,1
"CM",1988,0,2,1
"CM",1989,1,3,2
"CM",1990,1,5,4
"CM",1991,1,2,1
"CM",1992,1,4,2
"CM",1993,2,2,2
"CM",1994,0,3,2
"CM",1995,5,7,5
"CM",1996,3,3,1
"CM",1997,7,15,9
"CM",1998,2,6,3
"CM",1999,2,11,5
"CM",2000,7,16,12
"CM",2001,2,5,4
