"desti_country","any","has_migrated_True","TOTAL","has_phd_True"
"NE",2000,2,2,2
"NE",2003,1,1,0
"NE",2004,1,1,0
"NE",2007,0,1,0
"NE",2009,1,2,1
"NE",2010,0,2,1
"NE",2014,0,2,1
"NG",1972,3,3,3
"NG",1973,1,4,3
"NG",1974,5,10,6
"NG",1975,0,8,1
"NG",1976,4,11,9
"NG",1977,5,20,10
"NG",1978,3,13,5
"NG",1979,3,17,6
"NG",1980,5,20,11
"NG",1981,7,17,7
"NG",1982,2,21,12
"NG",1983,8,19,6
"NG",1984,5,29,11
"NG",1985,2,35,17
"NG",1986,11,35,21
"NG",1987,4,34,24
"NG",1988,5,52,18
"NG",1989,4,39,17
"NG",1990,10,64,39
"NG",1991,4,41,17
"NG",1992,12,76,36
"NG",1993,8,66,33
"NG",1994,7,48,22
"NG",1995,10,91,43
"NG",1996,10,51,26
"NG",1997,7,83,43
"NG",1998,11,78,46
"NG",1999,11,99,47
"NG",2000,6,116,53
"NG",2001,11,154,66
"NG",2002,12,140,51
"NG",2003,13,148,50
"NG",2004,9,153,53
"NG",2005,9,204,71
"NG",2006,15,211,65
"NG",2007,20,203,79
"NG",2008,13,194,60
"NG",2009,12,165,56
"NG",2010,10,216,66
"NG",2011,2,142,44
"NG",2012,3,180,55
"NG",2013,3,121,33
"NG",2014,1,109,24
"NG",2015,0,61,24
"NG",2016,0,32,14
"NI",1977,0,1,0
"NI",1978,1,1,1
"NI",1980,1,1,1
"NI",1982,1,1,0
"NI",1987,0,1,0
"NI",1988,1,1,1
"NI",1989,2,5,3
"NI",1990,0,1,0
"NI",1991,1,2,0
"NI",1993,2,4,1
"NI",1994,2,3,0
"NI",1995,2,5,1
"NI",1996,0,2,0
"NI",1997,1,4,1
"NI",1998,0,3,1
"NI",1999,0,3,1
"NI",2000,2,8,1
"NI",2001,1,2,1
"NI",2002,1,2,0
"NI",2003,0,3,0
"NI",2004,0,4,0
"NI",2005,1,5,1
"NI",2006,0,5,0
"NI",2007,1,4,1
"NI",2008,2,4,0
"NI",2009,0,5,0
"NI",2010,0,3,1
"NI",2011,0,7,0
"NI",2012,0,3,0
"NI",2013,0,1,0
"NI",2014,0,2,0
"NI",2015,0,2,0
"NI",2016,0,4,1
"NL",1972,4,30,16
"NL",1973,1,22,10
"NL",1974,5,44,23
"NL",1975,4,34,16
"NL",1976,4,39,25
"NL",1977,7,40,21
"NL",1978,8,51,29
"NL",1979,8,42,26
"NL",1980,14,56,38
"NL",1981,9,54,32
"NL",1982,14,60,35
"NL",1983,7,48,31
"NL",1984,13,61,41
"NL",1985,9,74,45
"NL",1986,12,59,31
"NL",1987,12,72,41
"NL",1988,14,76,48
"NL",1989,19,74,51
"NL",1990,23,83,47
"NL",1991,16,84,46
"NL",1992,19,90,59
"NL",1993,24,84,50
"NL",1994,24,79,55
"NL",1995,26,87,59
"NL",1996,26,87,59
"NL",1997,33,113,78
"NL",1998,48,119,90
"NL",1999,57,147,106
"NL",2000,53,152,90
"NL",2001,48,156,92
"NL",2002,69,171,118
"NL",2003,72,191,134
"NL",2004,75,201,143
"NL",2005,77,232,146
"NL",2006,77,244,169
"NL",2007,63,271,163
"NL",2008,63,283,155
"NL",2009,48,302,151
"NL",2010,36,305,151
"NL",2011,29,286,139
"NL",2012,14,306,137
"NL",2013,13,229,112
"NL",2014,4,203,80
"NL",2015,1,131,42
"NL",2016,2,78,20
"NO",1972,1,7,1
"NO",1973,3,11,6
"NO",1974,2,10,4
"NO",1975,5,12,7
"NO",1976,5,21,10
"NO",1977,3,7,4
"NO",1978,2,18,9
"NO",1979,3,15,4
"NO",1980,10,34,19
"NO",1981,5,16,9
"NO",1982,10,26,14
"NO",1983,9,24,16
"NO",1984,8,19,10
"NO",1985,8,32,16
"NO",1986,5,27,13
"NO",1987,11,32,20
"NO",1988,9,35,22
"NO",1989,11,27,18
"NO",1990,12,48,25
"NO",1991,16,49,30
"NO",1992,7,30,13
"NO",1993,10,49,29
"NO",1994,14,54,38
"NO",1995,17,47,32
"NO",1996,18,60,43
"NO",1997,22,63,38
"NO",1998,28,63,41
"NO",1999,21,56,36
"NO",2000,22,69,49
"NO",2001,29,81,54
"NO",2002,25,73,43
"NO",2003,22,75,52
"NO",2004,27,91,65
"NO",2005,23,84,54
"NO",2006,34,91,63
"NO",2007,21,97,61
"NO",2008,22,107,68
"NO",2009,13,79,53
"NO",2010,12,85,43
"NO",2011,4,74,37
"NO",2012,5,76,35
"NO",2013,3,82,30
"NO",2014,3,55,22
"NO",2015,2,57,25
"NO",2016,0,26,7
"NP",1978,0,1,1
"NP",1979,2,4,1
"NP",1980,1,1,0
"NP",1982,2,3,0
"NP",1983,2,2,2
"NP",1985,1,1,1
"NP",1986,1,1,0
"NP",1987,1,1,0
"NP",1988,2,2,0
"NP",1990,1,1,1
"NP",1991,4,10,3
"NP",1992,4,6,3
"NP",1993,4,7,2
"NP",1994,3,4,3
"NP",1995,5,8,1
"NP",1996,0,4,0
"NP",1997,4,6,1
"NP",1998,6,12,5
"NP",1999,7,17,2
"NP",2000,6,14,3
"NP",2001,7,10,3
"NP",2002,1,5,0
"NP",2003,7,26,1
"NP",2004,4,18,3
"NP",2005,7,31,4
"NP",2006,5,29,3
"NP",2007,7,26,2
"NP",2008,5,37,3
"NP",2009,6,52,5
"NP",2010,5,53,5
"NP",2011,9,73,7
"NP",2012,2,55,7
"NP",2013,0,20,1
"NP",2014,0,33,2
"NP",2015,0,12,1
"NP",2016,0,7,1
"NR",2004,0,1,0
"NR",2015,0,1,0
"NZ",1972,7,14,12
"NZ",1973,6,12,9
"NZ",1974,10,17,9
"NZ",1975,9,17,12
"NZ",1976,6,14,10
"NZ",1977,11,21,11
"NZ",1978,20,30,24
"NZ",1979,15,29,21
"NZ",1980,20,29,22
"NZ",1981,16,24,17
"NZ",1982,11,21,15
"NZ",1983,17,28,14
"NZ",1984,24,39,30
"NZ",1985,19,26,20
"NZ",1986,13,27,20
"NZ",1987,15,32,22
"NZ",1988,19,34,20
"NZ",1989,23,42,29
"NZ",1990,16,34,24
"NZ",1991,22,43,30
"NZ",1992,21,42,30
"NZ",1993,22,45,33
"NZ",1994,26,47,31
"NZ",1995,31,65,41
"NZ",1996,26,54,37
"NZ",1997,37,64,49
"NZ",1998,44,70,50
"NZ",1999,29,72,49
"NZ",2000,37,79,55
"NZ",2001,27,73,47
"NZ",2002,34,78,58
"NZ",2003,23,64,46
"NZ",2004,33,87,62
"NZ",2005,34,98,66
"NZ",2006,36,108,77
"NZ",2007,39,126,88
"NZ",2008,25,118,74
"NZ",2009,23,108,65
"NZ",2010,10,122,80
"NZ",2011,14,120,65
"NZ",2012,15,104,64
"NZ",2013,6,99,46
"NZ",2014,7,84,47
"NZ",2015,2,69,39
"NZ",2016,1,47,19
"OM",1972,1,1,1
"OM",1975,1,1,1
"OM",1976,3,3,3
"OM",1977,1,1,0
"OM",1978,4,4,3
"OM",1979,3,3,3
"OM",1980,3,3,3
"OM",1982,1,1,1
"OM",1983,3,3,3
"OM",1984,3,3,0
"OM",1985,4,4,2
"OM",1986,2,2,0
"OM",1987,3,3,1
"OM",1988,5,6,4
"OM",1989,1,2,0
"OM",1990,3,5,2
"OM",1991,2,5,4
"OM",1992,1,5,0
"OM",1993,3,3,3
"OM",1994,3,5,3
"OM",1995,8,10,6
"OM",1996,10,11,6
"OM",1997,6,7,4
"OM",1998,10,10,5
"OM",1999,5,8,6
"OM",2000,9,11,5
"OM",2001,12,13,9
"OM",2002,7,8,5
"OM",2003,5,9,5
"OM",2004,8,10,6
"OM",2005,5,8,3
"OM",2006,8,10,6
"OM",2007,4,8,3
"OM",2008,9,13,11
"OM",2009,3,9,2
"OM",2010,6,9,2
"OM",2011,1,5,3
"OM",2012,2,5,0
"OM",2013,1,2,0
"OM",2014,2,4,2
"OM",2015,0,8,4
"PA",1972,2,2,0
"PA",1973,2,2,1
"PA",1976,1,1,1
"PA",1978,2,2,1
"PA",1979,2,2,2
"PA",1980,1,2,2
"PA",1984,2,3,0
"PA",1985,1,1,1
"PA",1986,1,1,0
"PA",1987,1,1,1
"PA",1989,2,2,1
"PA",1991,0,1,0
"PA",1992,3,3,2
"PA",1993,3,4,3
"PA",1994,2,2,2
"PA",1995,2,4,2
"PA",1996,1,1,0
"PA",1997,1,2,0
"PA",1998,1,2,2
"PA",1999,4,5,4
"PA",2000,3,4,3
"PA",2001,2,4,2
"PA",2002,0,2,1
"PA",2003,0,4,0
"PA",2004,1,3,0
"PA",2005,1,3,1
"PA",2006,0,2,0
"PA",2007,0,3,1
"PA",2008,0,2,0
"PA",2009,2,5,1
"PA",2010,1,5,3
"PA",2011,0,3,0
"PA",2012,0,1,0
"PA",2013,1,3,1
"PA",2014,1,2,1
"PA",2015,0,1,0
"PA",2016,1,1,1
"PE",1972,1,8,3
"PE",1973,3,12,2
"PE",1974,1,11,4
"PE",1975,1,7,2
"PE",1976,6,14,7
"PE",1977,1,11,5
"PE",1978,7,17,5
"PE",1979,6,19,11
"PE",1980,2,13,1
"PE",1981,4,25,8
"PE",1982,2,22,7
"PE",1983,3,15,5
"PE",1984,1,17,3
"PE",1985,3,19,6
"PE",1986,4,24,7
"PE",1987,2,21,2
"PE",1988,6,22,8
"PE",1989,5,22,9
"PE",1990,4,32,7
"PE",1991,11,34,9
"PE",1992,11,34,12
"PE",1993,7,41,11
"PE",1994,4,42,8
"PE",1995,5,50,7
"PE",1996,5,43,9
"PE",1997,11,43,15
"PE",1998,11,45,12
"PE",1999,6,40,11
"PE",2000,11,54,16
"PE",2001,7,40,6
"PE",2002,4,41,10
"PE",2003,4,45,5
"PE",2004,4,50,10
"PE",2005,5,55,9
"PE",2006,6,59,7
"PE",2007,4,57,7
"PE",2008,1,70,7
"PE",2009,4,77,9
"PE",2010,2,59,12
"PE",2011,0,72,3
"PE",2012,2,40,3
"PE",2013,3,49,3
"PE",2014,1,51,1
"PE",2015,0,32,4
"PE",2016,0,24,3
"PF",1979,0,1,0
"PF",1982,1,1,0
"PF",1983,1,1,1
"PF",1985,1,1,1
"PF",1994,1,1,1
"PF",1995,0,1,1
"PF",1999,1,2,0
"PF",2000,0,1,0
"PF",2001,1,2,1
"PF",2002,1,1,1
"PF",2004,1,1,1
"PF",2005,1,1,1
"PF",2006,0,1,1
"PF",2007,0,1,1
"PF",2010,0,1,1
"PF",2012,0,1,0
"PF",2013,0,2,0
"PF",2014,0,1,0
"PF",2015,0,1,0
"PG",1974,1,1,1
"PG",1976,1,1,1
"PG",1977,1,1,0
"PG",1978,1,1,1
"PG",1989,1,1,0
"PG",1990,1,2,0
"PG",1993,1,2,1
"PG",1998,1,2,1
"PG",1999,1,2,2
"PG",2000,0,2,0
"PG",2001,0,1,0
"PG",2002,0,1,0
"PG",2003,0,5,0
"PG",2004,0,2,1
"PG",2007,1,2,0
"PG",2008,2,3,2
"PG",2010,2,3,0
"PG",2011,0,1,0
"PG",2014,0,1,0
"PH",1972,2,6,2
"PH",1973,0,2,0
"PH",1974,2,5,3
"PH",1975,2,4,2
"PH",1976,2,8,4
"PH",1977,4,14,7
"PH",1978,3,13,4
"PH",1979,0,15,3
"PH",1980,0,11,4
"PH",1981,0,6,3
"PH",1982,3,12,5
"PH",1983,2,14,4
"PH",1984,4,22,11
"PH",1985,6,21,10
"PH",1986,2,32,11
"PH",1987,3,18,10
"PH",1988,4,32,15
"PH",1989,4,28,11
"PH",1990,4,28,13
"PH",1991,7,38,17
"PH",1992,4,32,21
"PH",1993,3,37,11
"PH",1994,6,48,23
"PH",1995,1,40,15
"PH",1996,6,56,24
"PH",1997,8,54,21
"PH",1998,5,79,26
"PH",1999,6,62,22
"PH",2000,6,79,28
"PH",2001,5,72,22
"PH",2002,8,80,29
"PH",2003,5,97,30
"PH",2004,2,106,39
"PH",2005,7,135,41
"PH",2006,3,92,31
"PH",2007,6,146,30
"PH",2008,7,163,37
"PH",2009,1,132,23
"PH",2010,3,161,40
"PH",2011,0,171,28
"PH",2012,2,258,27
"PH",2013,3,157,29
"PH",2014,0,142,33
"PH",2015,0,105,17
"PH",2016,0,67,15
"PK",1972,2,3,2
"PK",1973,4,5,3
"PK",1974,2,4,2
"PK",1975,2,4,3
"PK",1976,5,5,5
"PK",1977,1,3,1
"PK",1978,2,3,2
"PK",1979,3,6,3
"PK",1980,4,11,4
"PK",1981,5,6,4
"PK",1982,1,7,3
"PK",1983,2,9,5
"PK",1984,3,11,8
"PK",1985,4,17,11
"PK",1986,3,14,7
"PK",1987,6,16,14
"PK",1988,7,17,12
"PK",1989,5,22,16
"PK",1990,10,29,21
"PK",1991,7,28,15
"PK",1992,8,34,23
"PK",1993,8,28,14
"PK",1994,11,31,20
"PK",1995,6,29,16
"PK",1996,10,37,19
"PK",1997,12,49,27
"PK",1998,15,64,37
"PK",1999,22,76,38
"PK",2000,26,93,48
"PK",2001,23,101,49
"PK",2002,31,116,56
"PK",2003,37,146,75
"PK",2004,32,168,89
"PK",2005,41,223,110
"PK",2006,40,225,100
"PK",2007,45,255,123
"PK",2008,49,290,118
"PK",2009,32,287,111
"PK",2010,23,306,99
"PK",2011,14,296,84
"PK",2012,7,340,84
"PK",2013,1,275,72
"PK",2014,2,193,48
"PK",2015,0,130,34
"PK",2016,0,43,14
"PL",1972,3,20,9
"PL",1973,2,18,10
"PL",1974,4,21,11
"PL",1975,3,24,12
"PL",1976,1,28,10
"PL",1977,3,23,10
"PL",1978,1,20,8
"PL",1979,0,22,10
"PL",1980,5,21,9
"PL",1981,2,25,12
"PL",1982,4,29,14
"PL",1983,4,20,14
"PL",1984,3,26,15
"PL",1985,1,30,14
"PL",1986,1,29,18
"PL",1987,2,37,18
"PL",1988,1,32,20
"PL",1989,6,35,24
"PL",1990,5,51,27
"PL",1991,3,51,30
"PL",1992,3,53,35
"PL",1993,4,58,36
"PL",1994,5,64,40
"PL",1995,4,75,49
"PL",1996,7,62,43
"PL",1997,8,91,58
"PL",1998,13,97,51
"PL",1999,8,97,58
"PL",2000,5,96,61
"PL",2001,17,97,63
"PL",2002,7,100,57
"PL",2003,12,119,72
"PL",2004,6,114,71
"PL",2005,13,138,83
"PL",2006,11,116,71
"PL",2007,7,127,57
"PL",2008,7,117,52
"PL",2009,10,148,68
"PL",2010,1,113,43
"PL",2011,4,93,37
"PL",2012,2,96,38
"PL",2013,2,75,29
"PL",2014,1,85,31
"PL",2015,1,43,17
"PL",2016,0,38,12
"PL",2017,0,1,0
"PR",1972,1,2,1
"PR",1973,1,1,0
"PR",1974,1,1,1
"PR",1975,2,2,2
"PR",1976,1,1,1
"PR",1977,2,6,3
"PR",1978,1,2,0
"PR",1979,3,3,2
"PR",1980,2,3,1
"PR",1981,4,4,3
"PR",1982,1,1,1
"PR",1983,4,6,3
"PR",1984,4,5,4
"PR",1985,0,2,2
"PR",1986,0,2,1
"PR",1987,3,6,4
"PR",1988,6,7,6
"PR",1989,3,6,4
"PR",1990,1,5,1
"PR",1991,3,3,2
"PR",1992,2,6,1
"PR",1993,5,7,3
"PR",1994,2,4,2
"PR",1995,3,7,6
"PR",1996,3,4,4
"PR",1997,0,4,3
"PR",1998,4,6,5
"PR",1999,2,5,3
"PR",2000,1,8,4
"PR",2001,5,7,5
"PR",2002,4,6,3
"PR",2003,5,8,2
"PR",2004,3,5,2
"PR",2005,5,9,7
"PR",2006,1,9,3
"PR",2007,1,5,2
"PR",2008,2,14,7
"PR",2009,1,10,5
"PR",2010,0,16,3
"PR",2011,1,10,1
"PR",2012,0,10,0
"PR",2013,2,21,5
"PR",2014,0,7,2
"PR",2015,0,5,1
"PR",2016,0,7,2
"PS",1972,1,1,1
"PS",1973,1,1,0
"PS",1974,1,1,1
"PS",1977,1,1,1
"PS",1978,1,1,1
"PS",1979,2,2,2
"PS",1980,0,1,0
"PS",1982,0,1,0
"PS",1983,2,2,2
"PS",1984,2,2,1
"PS",1985,2,2,0
"PS",1988,2,2,2
"PS",1989,4,4,4
"PS",1990,7,8,7
"PS",1991,4,5,4
"PS",1992,3,3,2
"PS",1993,2,2,1
"PS",1994,0,1,0
"PS",1995,1,3,2
"PS",1996,3,3,3
"PS",1997,4,5,4
"PS",1998,3,8,4
"PS",1999,3,5,3
"PS",2000,8,13,6
"PS",2001,3,5,1
"PS",2002,5,9,3
"PS",2003,2,7,3
"PS",2004,4,6,3
"PS",2005,4,9,4
"PS",2006,3,11,5
"PS",2007,4,6,4
"PS",2008,5,10,4
"PS",2009,3,10,4
"PS",2010,1,7,1
"PS",2011,3,13,4
"PS",2012,1,5,1
"PS",2013,0,1,0
"PS",2014,1,2,2
"PS",2015,1,4,2
"PS",2016,0,1,0
"PT",1972,16,38,26
"PT",1973,25,69,40
"PT",1974,14,36,19
"PT",1975,18,49,36
"PT",1976,31,95,60
"PT",1977,27,95,62
"PT",1978,38,126,84
"PT",1979,21,98,64
"PT",1980,46,159,100
"PT",1981,43,149,86
"PT",1982,45,193,116
"PT",1983,51,182,120
"PT",1984,45,208,136
"PT",1985,43,203,145
"PT",1986,46,228,132
"PT",1987,57,271,182
"PT",1988,59,266,165
"PT",1989,65,285,175
"PT",1990,73,362,242
"PT",1991,82,405,275
"PT",1992,82,399,253
"PT",1993,93,407,263
"PT",1994,77,419,272
"PT",1995,119,534,341
"PT",1996,90,539,356
"PT",1997,93,522,334
"PT",1998,114,673,423
"PT",1999,121,669,420
"PT",2000,112,645,383
"PT",2001,110,669,392
"PT",2002,107,713,421
"PT",2003,90,715,394
"PT",2004,98,751,383
"PT",2005,67,723,353
"PT",2006,66,817,383
"PT",2007,54,949,352
"PT",2008,67,973,328
"PT",2009,39,843,256
"PT",2010,24,600,202
"PT",2011,21,496,179
"PT",2012,13,386,144
"PT",2013,14,332,123
"PT",2014,11,224,75
"PT",2015,3,172,62
"PT",2016,0,76,16
"PW",2006,1,1,0
"PY",1972,1,1,0
"PY",1973,0,1,0
"PY",1974,0,1,0
"PY",1975,0,1,0
"PY",1976,0,3,2
"PY",1977,1,1,1
"PY",1978,0,2,0
"PY",1979,2,3,1
"PY",1980,2,4,2
"PY",1981,1,3,0
"PY",1983,3,5,2
"PY",1984,0,3,2
"PY",1985,1,2,0
"PY",1986,0,4,2
"PY",1987,4,6,4
"PY",1988,1,4,1
"PY",1989,1,5,3
"PY",1990,1,4,0
"PY",1991,1,3,1
"PY",1992,2,5,3
"PY",1993,1,1,1
"PY",1994,2,6,1
"PY",1995,0,4,1
"PY",1996,0,4,1
"PY",1997,1,4,1
"PY",1998,0,4,0
"PY",1999,3,6,3
"PY",2000,5,14,1
"PY",2001,2,9,2
"PY",2002,1,8,2
"PY",2003,1,6,0
"PY",2004,4,12,3
"PY",2005,0,5,0
"PY",2006,0,7,0
"PY",2007,2,5,2
"PY",2008,0,5,0
"PY",2009,0,5,1
"PY",2010,2,8,0
"PY",2011,0,2,1
"PY",2012,1,3,1
"PY",2013,1,4,1
"PY",2014,0,5,1
"PY",2015,0,3,2
"QA",1972,4,4,3
"QA",1973,2,2,2
"QA",1974,2,2,2
"QA",1975,7,7,3
"QA",1976,8,9,5
"QA",1977,7,7,4
"QA",1978,6,6,4
"QA",1979,8,8,1
"QA",1980,4,4,4
"QA",1981,7,8,6
"QA",1982,11,14,7
"QA",1983,7,7,5
"QA",1984,10,10,6
"QA",1985,12,15,10
"QA",1986,16,18,9
"QA",1987,6,7,3
"QA",1988,12,14,4
"QA",1989,16,20,13
"QA",1990,21,22,10
"QA",1991,9,10,8
"QA",1992,23,24,15
"QA",1993,17,22,12
"QA",1994,18,20,9
"QA",1995,18,19,13
"QA",1996,24,26,15
"QA",1997,26,30,20
"QA",1998,26,32,17
"QA",1999,30,35,17
"QA",2000,30,37,25
"QA",2001,33,38,23
"QA",2002,27,35,23
"QA",2003,21,28,16
"QA",2004,21,34,15
"QA",2005,23,30,14
"QA",2006,29,44,24
"QA",2007,27,45,20
"QA",2008,21,43,14
"QA",2009,19,58,13
"QA",2010,15,60,12
"QA",2011,8,59,9
"QA",2012,7,67,5
"QA",2013,9,57,4
"QA",2014,5,56,6
"QA",2015,0,30,1
"QA",2016,0,9,3
"RE",1975,0,1,0
"RE",1987,1,1,1
"RE",1988,1,1,0
"RE",1989,0,1,0
"RE",1990,1,1,1
"RE",1991,0,1,1
"RE",1999,0,1,1
"RE",2000,0,1,0
"RE",2001,0,1,0
"RE",2003,1,2,1
"RE",2004,0,1,1
"RE",2006,0,2,1
"RE",2007,2,5,4
"RE",2008,0,2,1
"RE",2009,0,1,0
"RE",2010,0,2,1
"RE",2011,0,1,0
"RE",2012,0,1,1
"RE",2013,0,1,0
"RE",2014,0,1,0
"RO",1972,1,12,8
"RO",1973,2,10,6
"RO",1974,1,9,3
"RO",1975,1,17,11
"RO",1976,0,16,8
"RO",1977,1,16,7
"RO",1978,2,21,13
"RO",1979,3,29,20
"RO",1980,4,29,18
"RO",1981,1,17,13
"RO",1982,2,17,11
"RO",1983,1,32,21
"RO",1984,2,31,21
"RO",1985,2,33,18
"RO",1986,1,38,25
"RO",1987,1,23,12
"RO",1988,0,18,13
"RO",1989,5,38,31
"RO",1990,6,71,43
"RO",1991,4,51,30
"RO",1992,8,51,33
"RO",1993,5,36,22
"RO",1994,3,39,18
"RO",1995,8,41,26
"RO",1996,7,55,37
"RO",1997,6,62,48
"RO",1998,15,73,53
"RO",1999,9,83,52
"RO",2000,4,64,42
"RO",2001,7,53,39
"RO",2002,6,68,41
"RO",2003,5,70,48
"RO",2004,7,84,59
"RO",2005,2,68,53
"RO",2006,5,61,41
"RO",2007,2,73,42
"RO",2008,0,74,43
"RO",2009,2,74,43
"RO",2010,3,56,30
"RO",2011,0,43,20
"RO",2012,1,39,13
"RO",2013,1,36,14
"RO",2014,0,30,9
"RO",2015,0,21,10
"RO",2016,0,16,4
"RS",1972,0,5,3
"RS",1973,2,8,4
"RS",1974,0,7,3
"RS",1975,0,3,1
"RS",1976,0,7,4
"RS",1977,0,9,7
"RS",1978,2,6,2
"RS",1979,1,9,9
"RS",1980,2,9,7
"RS",1981,1,13,7
"RS",1982,2,14,11
"RS",1983,0,5,3
"RS",1984,1,7,7
"RS",1985,2,10,7
"RS",1986,0,9,5
"RS",1987,1,16,7
"RS",1988,2,23,15
"RS",1989,0,20,12
"RS",1990,1,22,9
"RS",1991,2,12,11
"RS",1992,0,17,12
"RS",1993,2,34,19
"RS",1994,3,32,21
"RS",1995,4,34,23
"RS",1996,4,32,23
"RS",1997,9,37,28
"RS",1998,0,22,13
"RS",1999,2,20,13
"RS",2000,1,32,20
"RS",2001,1,38,24
"RS",2002,2,40,27
"RS",2003,4,45,23
"RS",2004,1,48,27
"RS",2005,1,53,31
"RS",2006,2,57,31
"RS",2007,1,48,30
"RS",2008,2,54,36
"RS",2009,1,42,24
"RS",2010,2,60,38
"RS",2011,1,57,28
"RS",2012,0,43,27
"RS",2013,0,49,27
"RS",2014,1,12,9
"RS",2015,0,30,10
"RS",2016,0,12,5
"RU",1972,7,218,43
"RU",1973,7,245,51
"RU",1974,8,241,58
"RU",1975,19,263,58
"RU",1976,12,241,55
"RU",1977,7,238,61
"RU",1978,9,260,61
"RU",1979,21,264,57
"RU",1980,16,255,62
"RU",1981,10,229,53
"RU",1982,7,208,44
"RU",1983,8,230,60
"RU",1984,10,219,45
"RU",1985,7,193,48
"RU",1986,8,212,41
"RU",1987,3,202,50
"RU",1988,3,216,43
"RU",1989,10,277,57
"RU",1990,11,281,75
"RU",1991,14,329,73
"RU",1992,7,296,66
"RU",1993,8,357,86
"RU",1994,19,329,83
"RU",1995,12,358,84
"RU",1996,7,369,72
"RU",1997,17,402,114
"RU",1998,14,446,122
"RU",1999,17,498,136
"RU",2000,20,591,150
"RU",2001,17,520,142
"RU",2002,20,538,145
"RU",2003,13,541,145
"RU",2004,21,612,153
"RU",2005,18,621,126
"RU",2006,11,623,124
"RU",2007,15,585,100
"RU",2008,9,503,85
"RU",2009,9,493,82
"RU",2010,9,455,67
"RU",2011,4,400,47
"RU",2012,4,394,39
"RU",2013,2,350,44
"RU",2014,5,300,47
"RU",2015,0,302,43
"RU",2016,1,159,35
"RW",1976,1,1,1
"RW",1983,1,1,0
"RW",1984,1,1,1
"RW",1985,1,1,0
"RW",1988,2,2,2
"RW",1990,0,1,1
"RW",1992,1,1,0
"RW",1995,3,4,0
"RW",1996,2,2,1
"RW",1998,1,3,2
"RW",1999,2,2,1
"RW",2000,2,2,1
"RW",2001,4,5,2
"RW",2002,1,3,0
"RW",2003,1,1,1
"RW",2004,4,4,2
"RW",2005,5,7,4
"RW",2006,1,4,2
"RW",2007,3,5,0
"RW",2008,5,14,4
"RW",2009,0,3,0
"RW",2010,1,7,0
"RW",2011,4,9,1
"RW",2012,3,5,0
"RW",2013,0,3,0
"RW",2014,0,1,0
"RW",2015,0,2,0
"SA",1972,6,6,2
"SA",1973,5,6,4
"SA",1974,5,5,3
"SA",1975,8,8,5
"SA",1976,14,15,11
"SA",1977,6,7,5
"SA",1978,13,15,8
"SA",1979,15,16,12
"SA",1980,12,16,11
"SA",1981,14,17,9
"SA",1982,12,16,11
"SA",1983,21,26,14
"SA",1984,14,20,13
"SA",1985,22,26,15
"SA",1986,18,23,11
"SA",1987,18,25,13
"SA",1988,23,27,17
"SA",1989,26,35,19
"SA",1990,21,29,20
"SA",1991,27,35,23
"SA",1992,28,34,21
"SA",1993,31,41,31
"SA",1994,38,46,33
"SA",1995,35,44,26
"SA",1996,52,64,40
"SA",1997,44,51,31
"SA",1998,56,79,46
"SA",1999,46,63,33
"SA",2000,63,82,52
"SA",2001,63,91,50
"SA",2002,73,92,53
"SA",2003,58,86,47
"SA",2004,72,109,56
"SA",2005,67,98,54
"SA",2006,75,123,56
"SA",2007,77,115,55
"SA",2008,59,141,57
"SA",2009,42,151,55
"SA",2010,27,124,39
"SA",2011,22,155,38
"SA",2012,19,157,30
"SA",2013,8,132,24
"SA",2014,9,203,22
"SA",2015,2,47,9
"SA",2016,0,20,4
"SC",1985,1,1,0
"SD",1972,0,1,0
"SD",1973,0,1,0
"SD",1975,0,1,1
"SD",1976,1,2,0
"SD",1977,2,2,0
"SD",1978,1,2,2
"SD",1980,1,3,2
"SD",1981,1,2,1
"SD",1982,1,5,1
"SD",1983,0,2,0
"SD",1984,0,1,0
"SD",1985,0,1,1
"SD",1986,0,4,1
"SD",1987,1,4,3
"SD",1990,2,6,3
"SD",1991,0,3,3
"SD",1992,0,3,3
"SD",1993,0,6,2
"SD",1994,4,9,5
"SD",1995,4,7,3
"SD",1996,4,8,4
"SD",1997,3,10,6
"SD",1998,3,11,6
"SD",1999,2,9,4
"SD",2000,2,4,2
"SD",2001,2,6,5
"SD",2002,0,10,2
"SD",2003,0,12,3
"SD",2004,0,12,4
"SD",2005,1,14,5
"SD",2006,0,12,1
"SD",2007,2,18,2
"SD",2008,3,8,4
"SD",2009,1,17,2
"SD",2010,0,11,2
"SD",2011,0,10,5
"SD",2012,1,11,2
"SD",2013,0,11,9
"SD",2014,0,5,0
"SD",2015,0,4,1
"SD",2016,0,1,1
"SE",1972,10,43,28
"SE",1973,16,60,43
"SE",1974,19,62,43
"SE",1975,13,73,52
"SE",1976,14,61,40
"SE",1977,16,65,45
"SE",1978,17,59,43
"SE",1979,15,59,43
"SE",1980,32,106,77
"SE",1981,14,70,47
"SE",1982,13,94,58
"SE",1983,23,103,77
"SE",1984,32,127,96
"SE",1985,20,99,80
"SE",1986,22,126,88
"SE",1987,24,110,82
"SE",1988,33,157,115
"SE",1989,33,161,113
"SE",1990,36,174,137
"SE",1991,48,170,130
"SE",1992,44,216,170
"SE",1993,53,173,130
"SE",1994,55,208,153
"SE",1995,64,224,167
"SE",1996,71,269,197
"SE",1997,70,253,187
"SE",1998,73,298,218
"SE",1999,112,347,267
